Geographical Location (Latitude),Geographical Location (Longitude),Sampling Date,Nitrogen (mg/L),Phosphorus (mg/L),State of Sewage System
34.47145941,91.98815446,27-04-2014,0.507439433,1.117708873,Poor
74.39118136,-131.9073278,02-12-2016,9.070403751,3.762301843,Moderate
69.30393322,-128.7453905,19-10-2018,5.880851557,1.286540513,Good
-71.95468607,-10.06331655,03-11-2018,5.562605805,0.180643611,Moderate
84.06988525,141.2427535,24-09-2016,1.809790377,2.861094377,Good
20.71044371,173.0850881,22-06-2014,7.165894253,2.313042668,Good
59.06639038,129.1917368,23-11-2018,1.793463799,4.137503999,Poor
-78.10663251,-42.30077284,19-07-2014,7.715362133,3.72805456,Good
-42.69600786,-166.6809328,07-02-2014,5.697001935,2.070015549,Good
-66.95624332,75.82635237,08-05-2020,6.158302768,3.765532025,Moderate
-19.38259079,-138.7556003,02-09-2014,8.606183603,4.97412061,Poor
1.141725478,-70.17946639,21-09-2022,5.636268271,3.206838382,Moderate
54.04600865,25.53939653,23-03-2023,4.77099166,3.204782568,Moderate
82.00231092,55.59046179,26-05-2023,7.430239731,0.480242416,Poor
-33.0209622,56.48368041,25-05-2021,9.78015877,2.093602889,Moderate
-36.15234398,52.45884733,16-01-2022,6.738709657,2.569532359,Poor
-20.08725891,114.2560121,08-09-2023,8.937966175,3.719365942,Good
-23.85444199,84.4123478,11-12-2023,9.507567345,3.76296012,Good
-21.61909732,-173.5688928,11-12-2018,1.150022791,1.273307835,Good
0.441553376,-99.34297264,19-05-2023,2.495443983,2.596919851,Poor
-63.29179122,-172.5057758,15-01-2023,3.843206248,3.255282877,Good
46.33318005,87.05885346,22-06-2022,7.698060362,4.174303337,Moderate
-89.16212937,-61.09920263,25-11-2019,2.120673811,4.499855938,Good
-78.71600484,-116.7179981,22-01-2020,5.51996647,1.888780331,Good
12.4716456,144.608515,05-08-2022,2.766939227,4.877807218,Good
51.82483517,-147.8064101,11-08-2016,5.268272499,2.251234127,Good
9.952939344,-105.5826878,06-03-2018,6.229844241,3.77780645,Good
-7.222462669,-0.999878257,13-10-2021,8.053902224,0.269809767,Moderate
13.24975445,-108.2044563,10-04-2018,3.657778504,4.426126717,Good
24.94965198,84.63896582,17-05-2019,7.292706618,2.229234468,Good
48.62306235,-116.7980831,15-04-2014,7.064344119,3.675520468,Moderate
0.37900453,-21.24960928,13-04-2021,7.607614313,1.60018852,Good
52.84212625,98.95613279,28-07-2016,2.689500416,2.582316997,Good
-35.88279143,-21.74252927,21-02-2023,9.447110282,2.845637235,Moderate
-30.49266586,-112.8240797,04-08-2023,1.072400551,2.657218616,Moderate
89.29282878,131.2393954,08-05-2019,1.132770174,0.663730601,Poor
69.18486538,178.840177,01-07-2020,7.400778856,4.011069235,Good
-87.43472727,124.6825613,17-10-2022,9.477144523,2.254636506,Good
-78.27813566,171.7378364,07-11-2014,4.695363146,4.741111692,Poor
-81.97720002,49.61981498,02-08-2018,9.432625181,4.260787481,Moderate
86.84007894,-151.2035839,22-01-2020,4.76961643,3.304673592,Good
-76.45008963,27.57294822,05-05-2017,3.134042557,2.38814595,Moderate
8.68613075,85.54027123,21-01-2018,6.784759743,3.033373125,Moderate
82.23670244,49.07715204,25-04-2021,5.755894282,0.600435417,Good
49.47836028,47.02281946,03-12-2020,8.167238103,0.974396497,Good
79.92584396,81.02758676,06-05-2019,8.08760458,3.192646545,Poor
-83.39554478,59.95823892,03-04-2014,6.045617839,1.957930094,Moderate
2.902266133,-45.53211787,06-06-2023,1.742384328,1.977903331,Poor
-50.4250602,19.04390579,16-07-2020,1.23028001,4.400082847,Good
-9.993788037,-141.094947,04-08-2021,0.11240245,3.296850174,Good
-71.8006517,163.2994206,27-07-2016,2.108292399,2.081056517,Moderate
-32.6917914,-163.6263096,23-09-2020,4.167703682,1.545841112,Good
88.26633399,-146.7688603,30-06-2018,7.354492733,3.034943026,Good
74.18717154,12.3936452,13-02-2015,5.416941426,1.786049199,Good
-85.46574793,-95.36331079,11-01-2014,6.045394243,3.000826984,Good
71.75478031,-11.97421288,04-06-2019,5.318442395,0.868732081,Moderate
-18.61017982,40.58689867,31-01-2015,0.882868049,1.696652024,Good
-16.4207107,30.81899514,28-10-2014,8.268845533,2.05180084,Good
-7.010960553,102.6999727,23-02-2020,8.636186183,0.408930255,Good
69.25766801,48.50159051,30-05-2014,9.541005394,4.32170708,Good
52.64980301,-44.46505279,24-12-2022,3.535588201,2.426388997,Moderate
87.01811608,-33.64393322,10-11-2014,9.429299081,0.174046446,Moderate
-32.42989991,-9.119431749,04-09-2014,6.943977674,3.637262329,Good
-32.13487245,42.77104436,16-10-2020,0.401700249,2.532268569,Poor
-4.646733793,106.001894,31-08-2018,4.987599329,4.879540807,Good
-64.72088615,49.02179205,13-09-2016,8.662669923,4.202418501,Good
54.3723343,39.99781667,13-10-2023,6.31632037,0.966104002,Poor
-22.6054829,31.67739821,12-06-2022,5.260200512,4.885976576,Moderate
-54.36309601,77.17964653,06-02-2014,2.259361862,3.449143506,Moderate
18.22989106,-98.42167849,10-09-2021,4.021950483,2.579737427,Good
-15.64449734,-117.8675648,05-01-2021,4.960768435,3.305314441,Poor
-32.8931645,-80.57526097,05-12-2018,5.281429967,4.240914949,Good
48.69793109,-54.48000165,31-10-2017,1.787568558,0.818784405,Good
76.16862381,25.1004976,17-09-2019,1.229834866,4.015275819,Good
42.86727822,-107.9976779,30-09-2015,5.447158872,4.474807906,Moderate
-34.03253154,-116.7887771,04-02-2022,5.498687295,4.765552874,Good
89.70387788,163.6123187,26-06-2018,8.810697946,0.724256546,Moderate
8.436272185,122.2224319,21-02-2015,5.122928654,1.251587144,Good
16.3668106,-50.32480344,20-01-2014,8.489754943,4.068659546,Poor
86.22196542,-102.2931674,30-11-2021,6.758030906,1.316791787,Moderate
71.78853947,-38.68158744,16-05-2018,8.127680375,2.713353212,Poor
-72.22322038,-15.72245494,16-06-2018,4.492443092,3.498383024,Good
-63.61492749,13.59862397,09-11-2017,1.972366114,0.766894767,Moderate
-35.05193822,-42.58809895,13-09-2018,1.464897112,3.409585255,Moderate
79.75120691,-72.83343058,10-05-2016,1.335791131,1.434029729,Good
-70.83084352,-128.0611015,08-08-2018,2.855914671,1.116356838,Good
-57.30796896,-130.5990518,28-04-2017,7.682347955,1.611756618,Poor
-27.61059409,155.8036703,13-03-2014,5.688056873,4.264653267,Good
41.78559945,-136.779527,11-02-2018,2.332410338,1.011983058,Moderate
62.16561336,107.2181678,09-06-2020,6.753513286,4.583059157,Good
50.04699245,159.9675103,28-07-2020,6.590354124,0.579136157,Good
-34.64423294,-2.156894061,22-11-2020,5.63291291,1.256347629,Moderate
-6.822444667,-118.6625792,13-10-2019,7.097254323,4.194897974,Moderate
-71.68135202,147.3820019,03-10-2023,3.225447493,0.256779679,Good
-15.27745413,-87.76871174,23-11-2021,9.757739126,1.300282923,Good
-8.674736745,-14.93942301,02-08-2021,8.709895728,0.83611654,Good
-75.96129278,-164.9890798,10-07-2018,5.827870467,2.596034308,Moderate
-5.34216918,92.79417013,15-02-2016,3.983176312,2.122473035,Moderate
-12.81424137,-90.31014957,23-10-2015,5.974901708,3.064184084,Moderate
9.934898818,142.038905,18-01-2019,2.878651847,1.004102443,Poor
-14.95188862,46.30804167,14-05-2022,1.024567448,2.669921705,Good
35.16236427,-177.9852257,29-11-2016,4.575493446,0.643226478,Good
-39.33832909,-86.6481503,16-09-2023,1.038223331,0.108358356,Good
-50.13176782,-144.5785966,11-06-2014,4.671777179,3.080049301,Good
31.07288507,35.0586264,13-12-2019,9.535799516,2.658214326,Poor
-84.10033777,68.72218506,29-08-2021,9.054396446,1.935529775,Good
-56.02820203,19.58957609,20-07-2020,3.014528707,0.52189063,Moderate
54.53556811,-17.07950649,10-06-2017,4.884222148,0.22304932,Moderate
3.029947269,86.55515659,27-09-2017,8.180489795,3.691779475,Moderate
62.94417776,-151.2308267,07-05-2014,4.701283633,1.27132953,Good
-48.37410846,63.42666882,27-11-2018,2.810432812,0.565395428,Good
80.17757467,-13.75785034,03-02-2015,3.592657171,1.008393727,Poor
-89.33224072,102.8111544,27-09-2015,3.093797912,0.364807812,Good
76.86370238,-159.9530399,02-06-2019,7.692582619,1.152418735,Good
43.72169257,101.5056712,01-05-2022,0.632020077,2.18771331,Poor
-58.91459649,175.0765538,13-04-2022,7.187194246,0.017472749,Moderate
-32.09442868,29.54410829,30-01-2022,1.374638395,0.135013432,Poor
-1.155864394,168.4869358,29-08-2018,9.017840629,1.462035672,Good
-70.68581433,74.01280719,25-04-2015,0.391969442,2.897261656,Good
-33.71582817,122.913394,05-11-2021,7.136218533,0.464076769,Good
82.53582196,127.284805,09-07-2018,0.679835508,0.324835295,Good
5.173472106,-179.3247221,17-11-2021,0.346836771,4.507279174,Good
46.70104526,31.90005851,23-01-2019,7.316030904,4.489688656,Good
48.00047419,-173.4409635,01-07-2016,2.782534683,1.780699078,Moderate
-23.65219441,-159.6337591,21-08-2020,8.077821647,0.462157256,Moderate
52.02682046,79.42110412,20-12-2020,5.10135838,2.741019469,Poor
61.20300559,-105.8543435,20-04-2023,1.730716119,4.64690688,Moderate
60.57849251,113.7566265,25-11-2014,9.644382142,1.473716791,Good
-39.95095711,-34.99177306,15-02-2016,3.917903889,4.020537371,Good
84.2767904,22.51338799,16-04-2017,7.420981699,2.186222823,Good
82.49028009,124.8338457,09-10-2022,9.047460258,3.817239363,Good
84.06842256,-3.696325358,21-02-2022,4.936768827,1.280084926,Good
67.47162515,-150.3669298,20-07-2015,6.082713456,3.09048421,Good
10.01927255,152.1892331,26-03-2019,0.15194753,3.662632426,Good
-35.69371656,28.9344189,20-01-2018,9.135124768,1.414637821,Good
65.12813856,169.3174371,15-03-2017,0.322885458,2.459802658,Moderate
73.63669627,-85.46807441,12-08-2016,9.134726339,3.301220038,Poor
-56.27503774,145.8742923,26-04-2015,7.88991314,3.160557422,Good
84.66755901,-13.57057526,03-06-2015,0.916190047,0.578868797,Poor
-53.64604288,142.387162,26-01-2020,9.790998991,2.417432463,Moderate
-4.209438858,-164.1950624,21-01-2020,7.105369769,3.673936519,Good
-3.466548511,127.8456907,10-09-2021,3.401806329,3.200146896,Moderate
-8.173823899,-86.82290165,09-05-2021,3.629149589,1.436490514,Good
66.61796225,143.1367058,08-12-2022,8.982791424,4.798692004,Good
-27.16427844,15.21556303,29-06-2022,8.301635576,4.13747232,Good
-49.49971296,34.34339307,29-04-2019,9.970627137,1.320541159,Moderate
-71.12984269,-95.44265413,12-10-2018,7.402788554,4.45134536,Moderate
29.87125394,110.9919433,28-01-2017,9.756793608,4.157380161,Good
57.01062367,58.11248498,25-05-2020,9.753580736,3.091468341,Moderate
39.2735747,91.44488311,05-11-2014,4.493876959,3.729066155,Good
44.43008597,-1.354287684,09-09-2023,8.791766066,3.680911901,Good
21.06633792,90.2964658,03-01-2022,2.259962792,2.935022736,Poor
-38.66851294,68.70718649,21-05-2018,1.99006823,0.82730486,Good
76.99555428,-140.3943852,31-05-2015,7.686293257,2.490945273,Moderate
61.72580018,59.71798845,01-09-2019,8.142011099,4.908473329,Moderate
86.97649289,-171.7440096,28-03-2021,3.665516115,0.00205062,Poor
-56.67905,11.86683768,11-06-2019,5.763280588,3.477161335,Good
38.57397233,31.84858337,13-10-2019,1.33787867,0.092978749,Good
-1.104212354,-144.8392981,06-12-2014,4.260660632,2.156452825,Good
-7.055452387,45.63538905,28-10-2015,6.83801306,4.692415132,Moderate
9.677893267,-131.6171639,28-06-2020,9.571850472,0.605335384,Moderate
35.66094763,-150.7558895,22-10-2021,5.485680222,1.507775988,Moderate
-58.82521748,-113.6276141,03-11-2021,6.45114435,0.012428617,Good
-3.580594714,-119.8475751,05-03-2017,8.882555492,2.127838338,Good
56.07332471,154.2891703,30-06-2020,7.536148146,3.322360479,Moderate
-4.304882526,-58.17499384,13-12-2018,1.059228842,2.020404506,Moderate
18.90774303,-49.61515446,21-09-2016,8.483961874,0.353429491,Moderate
13.94931385,-48.63006716,23-07-2020,6.342626794,0.760784105,Moderate
-78.85994961,-131.4257878,30-11-2015,1.419514662,1.29016947,Poor
87.03997527,-130.4566069,11-10-2023,9.718412847,3.994334085,Moderate
54.92294734,-142.4905962,09-05-2019,1.468634233,0.495782208,Moderate
86.19425658,-18.75939418,01-09-2015,8.063512461,4.055426606,Poor
78.02206041,13.06969371,26-04-2020,0.160514686,3.50873557,Good
-44.48630201,-97.16377091,15-05-2021,3.036341882,0.135031349,Good
-60.33499383,145.6924668,29-04-2019,8.560346573,4.15284842,Poor
-32.84933415,-123.1843627,28-03-2023,3.365191259,2.380392049,Good
17.20530353,88.92600762,15-12-2023,4.50632947,4.061868142,Good
